Rk;Squad;Country;LgRk;MP;W;D;L;GF;GA;GD;Pts;Pts/MP;xG;xGA;xGD;xGD/90;Attendance;Top Team Scorer;Goalkeeper;Anno;# Pl;Poss;90s;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Succ;Att;Succ%;Mis;Dis;Rec;Prog
90;Alavés;es ESP;20;38;8;7;23;31;65;-34;31;0.82;41.1;64.6;-23.4;-0.62;10952;Joselu - 14;Fernando Pacheco;21-22;33;42;38;18239;2225;6202;8058;4181;601;18232;271;504;53.8;616;278;9503;683
69;Angers;fr FRA;14;38;10;11;17;44;55;-11;41;1.08;49.6;55.3;-5.7;-0.15;7758;Sofiane Boufal - 8;Danijel Petkovi?;21-22;30;48.4;38;22975;2195;7992;10842;4405;579;22966;401;839;47.8;727;373;15120;980
88;Arminia;de GER;17;34;5;13;16;27;53;-26;28;0.82;32.5;70.6;-38.1;-1.12;16773;Masaya Okugawa - 8;Stefan Ortega;21-22;26;40.7;34;17533;2301;6763;7249;3737;550;17531;284;568;50;618;306;9206;682
19;Arsenal;eng ENG;5;38;22;3;13;61;48;13;69;1.82;67.3;51.2;16;0.42;59665;Bukayo Saka - 11;Aaron Ramsdale;21-22;27;52.8;38;23628;2229;7136;10298;6399;962;23621;319;590;54.1;557;336;15988;1058
63;Aston Villa;eng ENG;14;38;13;6;19;52;54;-2;45;1.18;47.9;54.4;-6.5;-0.17;41681;Ollie Watkins - 11;Emiliano Martínez;21-22;31;46.5;38;20477;2409;6868;8846;4984;814;20474;333;587;56.7;595;344;12580;916
34;Atalanta;it ITA;8;38;16;11;11;65;48;17;59;1.55;71.2;50.4;20.8;0.55;10447;Mario Pašali? - 13;Juan Musso;21-22;32;55;38;25437;1873;6726;11547;7432;1125;25431;372;679;54.8;696;376;16893;1323
39;Athletic Club;es ESP;8;38;14;13;11;43;36;7;55;1.45;54.4;43.4;11;0.29;32949;Iñaki Williams - 8;Unai Simón;21-22;26;48.1;38;21164;2069;6216;9489;5675;803;21157;297;530;56;569;341;12771;1119
15;Atlético Madrid;es ESP;3;38;21;8;9;65;43;22;71;1.87;58.6;38.7;19.9;0.52;48039;Ángel Correa - 12;Jan Oblak;21-22;26;50.6;38;22888;2006;6771;10682;5624;852;22883;383;600;63.8;555;353;14879;1029
65;Augsburg;de GER;14;34;10;8;16;39;56;-17;38;1.12;40.7;64.5;-23.8;-0.7;15197;Michael Gregoritsch - 9;Rafa? Gikiewicz;21-22;26;41.5;34;16948;2234;6472;6988;3701;603;16943;262;511;51.3;597;298;9026;657
11;Barcelona;es ESP;2;38;21;10;7;68;38;30;73;1.92;67.7;39.8;27.9;0.73;53982;Memphis - 12;Marc-André ter Stegen;21-22;38;64.2;38;28599;2231;7060;14269;7478;1037;28592;474;747;63.5;623;358;21236;1383
3;Bayern Munich;de GER;1;34;24;5;5;97;37;60;77;2.26;95.4;39.5;56;1.65;33176;Robert Lewandowski - 35;Manuel Neuer;21-22;30;64.5;34;27523;2047;7342;13149;7291;1256;27518;493;832;59.3;598;338;19868;1674
23;Betis;es ESP;5;38;19;8;11;62;40;22;65;1.71;59;48.8;10.2;0.27;41749;Juanmi - 16;Rui Silva;21-22;31;53.7;38;23532;2305;7314;10899;5521;822;23526;372;655;56.8;588;364;15479;1065
58;Bochum;de GER;13;34;12;6;16;38;52;-14;42;1.24;47.5;60.3;-12.7;-0.37;14236;Sebastian Polter - 10;Manuel Riemann;21-22;28;44.7;34;17867;2414;6793;7472;3831;585;17861;233;461;50.5;615;286;9613;717
62;Bologna;it ITA;13;38;12;10;16;44;55;-11;46;1.21;48.1;59.7;-11.6;-0.31;14158;Marko Arnautovi? - 14;?ukasz Skorupski;21-22;36;50.6;38;22039;2583;7500;9871;4881;627;22034;326;598;54.5;563;302;14225;890
91;Bordeaux;fr FRA;20;38;6;13;19;52;91;-39;31;0.82;49.4;72.8;-23.4;-0.61;22141;Hwang Ui-jo - 11;Benoît Costil;21-22;39;47.4;38;21474;2363;7603;9984;4135;639;21470;355;657;54;676;313;13333;957
61;Brentford;eng ENG;13;38;13;7;18;48;56;-8;46;1.21;51.1;54;-2.8;-0.07;16918;Ivan Toney - 12;David Raya;21-22;29;44.8;38;20340;2790;7848;8156;4515;807;20334;262;476;55;563;291;11492;869
53;Brest;fr FRA;11;38;13;9;16;49;57;-8;48;1.26;48.9;64.3;-15.4;-0.41;11804;Franck Honorat - 11;Marco Bizot;21-22;25;43.9;38;20601;2285;6760;9210;4878;692;20593;315;640;49.2;665;312;12480;937
45;Brighton;eng ENG;9;38;12;15;11;42;44;-2;51;1.34;53;49.8;3.2;0.08;30966;Leandro Trossard, Neal Maupay - 8;Robert Sánchez;21-22;26;54.4;38;24676;2636;8026;10462;6403;861;24669;317;559;56.7;598;349;16197;1044
85;Burnley;eng ENG;18;38;7;14;17;34;53;-19;35;0.92;43.8;63.8;-20;-0.53;19278;Maxwel Cornet - 9;Nick Pope;21-22;23;40.2;38;18254;2240;5824;8007;4637;659;18252;258;479;53.9;539;291;9285;708
73;Cádiz;es ESP;17;38;8;15;15;35;51;-16;39;1.03;45.1;55;-9.9;-0.26;14055;Anthony Lozano, Álvaro Negredo - 7;Jeremías Ledesma;21-22;33;41.3;38;18480;2217;6516;7853;4322;636;18474;281;519;54.1;576;291;9963;715
93;Cagliari;it ITA;18;38;6;12;20;34;68;-34;30;0.79;42.9;64.6;-21.7;-0.57;9718;João Pedro - 13;Alessio Cragno;21-22;33;44.5;38;19741;2389;6897;8677;4382;634;19737;252;479;52.6;572;261;11299;763
59;Celta Vigo;es ESP;11;38;12;10;16;43;43;0;46;1.21;46.7;49.6;-2.8;-0.07;10014;Iago Aspas - 18;Matías Dituro;21-22;25;55.2;38;24640;2273;7467;11725;5656;712;24634;346;591;58.5;572;310;15792;997
10;Chelsea;eng ENG;3;38;21;11;6;76;33;43;74;1.95;70.7;38.3;32.5;0.86;36443;Mason Mount - 11;Edouard Mendy;21-22;26;61.8;38;28796;2271;7904;13351;7779;1054;28787;364;624;58.3;591;383;20929;1315
84;Clermont Foot;fr FRA;17;38;9;9;20;38;69;-31;36;0.95;49.3;61.3;-12;-0.32;10569;Mohamed Lamine Bayo - 14;Ouparine Djoco;21-22;28;50;38;23313;2132;8055;10720;4785;662;23311;327;599;54.6;618;410;15522;1012
51;Crystal Palace;eng ENG;12;38;11;15;12;50;46;4;48;1.26;53.8;46;7.8;0.21;24588;Wilfried Zaha - 14;Vicente Guaita;21-22;24;51.1;38;23296;2754;8741;9925;4876;734;23288;383;688;55.7;671;471;14791;889
9;Dortmund;de GER;2;34;22;3;9;85;52;33;69;2.03;68;50.9;17.1;0.5;418;Erling Haaland - 22;Gregor Kobel;21-22;33;59.2;34;24676;2175;7520;12098;5243;825;24665;352;636;55.3;579;310;17217;1155
55;Eint Frankfurt;de GER;11;34;10;12;12;45;49;-4;42;1.24;48.7;52.8;-4.1;-0.12;26162;Rafael Borré - 8;Kevin Trapp;21-22;27;49.6;34;20917;2290;7022;9695;4417;662;20915;285;544;52.4;631;294;12442;935
67;Elche;es ESP;13;38;11;9;18;40;52;-12;42;1.11;36.3;64.8;-28.6;-0.75;1564;Pere Milla - 8;Édgar Badía;21-22;28;48.4;38;20713;2488;7633;9029;4242;493;20712;339;597;56.8;650;330;12778;743
70;Empoli;it ITA;14;38;10;11;17;50;70;-20;41;1.08;49.4;76.2;-26.8;-0.71;6356;Andrea Pinamonti - 13;Guglielmo Vicario;21-22;28;47.4;38;20728;2793;7095;8699;5162;786;20721;291;547;53.2;584;335;12596;1087
68;Espanyol;es ESP;14;38;10;12;16;40;53;-13;42;1.11;40.4;57;-16.6;-0.44;17362;Raúl de Tomás - 17;Diego López;21-22;34;46.9;38;20860;2606;7523;9132;4413;577;20855;373;616;60.6;563;331;13157;800
74;Everton;eng ENG;16;38;11;6;21;43;66;-23;39;1.03;47.5;60.9;-13.4;-0.35;38446;Richarlison - 10;Jordan Pickford;21-22;33;40;38;18937;2287;6399;7846;4932;725;18930;337;634;53.2;640;325;10202;784
29;Fiorentina;it ITA;7;38;19;5;14;59;51;8;62;1.63;65.6;46.1;19.5;0.51;21107;Dušan Vlahovi? - 17;Pietro Terracciano;21-22;28;57.7;38;24275;2416;8038;10773;5705;908;24263;301;542;55.5;618;275;17200;1080
31;Freiburg;de GER;6;34;15;10;9;58;46;12;55;1.62;55;50.8;4.2;0.12;18741;Vincenzo Grifo - 9;Mark Flekken;21-22;26;49;34;19370;2320;6631;8321;4594;737;19364;226;420;53.8;538;219;11437;903
94;Genoa;it ITA;19;38;4;16;18;27;60;-33;28;0.74;41.9;58.3;-16.4;-0.43;12326;Mattia Destro - 9;Salvatore Sirigu;21-22;40;43.9;38;20108;2408;6892;8994;4459;692;20101;302;581;52;732;373;11002;833
72;Getafe;es ESP;15;38;8;15;15;33;41;-8;39;1.03;33.4;42.2;-8.8;-0.23;8702;Enes Ünal - 16;David Soria;21-22;31;41.5;38;18531;2004;5983;8678;4072;545;18526;242;452;53.5;603;301;10119;659
77;Granada;es ESP;18;38;8;14;16;44;61;-17;38;1;45;64.5;-19.5;-0.51;1371;Jorge Molina - 10;Luís Maximiano;21-22;32;44.7;38;18945;2410;6707;8206;4213;588;18940;270;495;54.5;588;321;10398;753
98;Greuther Fürth;de GER;18;34;3;9;22;28;82;-54;18;0.53;33.7;67.5;-33.8;-0.99;7672;Branimir Hrgota - 9;Sascha Burchert;21-22;29;43.6;34;17830;2396;6670;7885;3468;498;17825;266;536;49.6;621;308;10013;751
41;Hellas Verona;it ITA;9;38;14;11;13;65;59;6;53;1.39;57.6;53.7;3.9;0.1;13894;Giovanni Simeone - 17;Lorenzo Montipò;21-22;31;50.6;38;21609;2173;6466;10020;5375;860;21601;313;590;53.1;683;383;12835;1093
80;Hertha BSC;de GER;16;34;9;6;19;37;71;-34;33;0.97;37.2;58.4;-21.1;-0.62;235;Stevan Joveti? - 6;Alexander Schwolow;21-22;36;43.7;34;17947;2262;6958;7812;3375;539;17944;281;526;53.4;537;316;10128;723
44;Hoffenheim;de GER;9;34;13;7;14;58;60;-2;46;1.35;62.9;58.1;4.9;0.14;11227;Georginio Rutter - 8;Oliver Baumann;21-22;32;53.2;34;21656;2385;7444;9411;4984;853;21656;250;526;47.5;551;241;14095;1083
7;Inter;it ITA;2;38;25;9;4;84;32;52;84;2.21;88.4;44.1;44.3;1.17;44473;Lautaro Martínez - 21;Samir Handanovi?;21-22;27;56.5;38;25529;2563;8069;11192;6499;1172;25518;255;471;54.1;544;245;18081;1288
17;Juventus;it ITA;4;38;20;10;8;57;37;20;70;1.84;57.3;42.8;14.5;0.38;22621;Paulo Dybala - 10;Wojciech Szcz?sny;21-22;32;51.5;38;23769;2489;7776;11002;5243;875;23762;367;637;57.6;607;312;16253;1068
35;Köln;de GER;7;34;14;10;10;52;49;3;52;1.53;56.2;56.2;0;0;31965;Anthony Modeste - 20;Marvin Schwäbe;21-22;26;54.8;34;20749;2455;7549;8814;4614;769;20748;252;509;49.5;584;258;12433;989
24;Lazio;it ITA;5;38;18;10;10;77;58;19;64;1.68;60.2;51.9;8.3;0.22;23263;Ciro Immobile - 27;Thomas Strakosha;21-22;27;55.4;38;26713;2493;8028;13267;5670;794;26704;334;610;54.8;555;273;19417;1042
78;Leeds United;eng ENG;17;38;9;11;18;42;79;-37;38;1;50.4;73.2;-22.8;-0.6;36308;Raphinha - 11;Illan Meslier;21-22;29;52.3;38;22567;2618;8526;9440;4844;779;22562;339;655;51.8;676;298;13782;1079
42;Leicester City;eng ENG;8;38;14;10;14;62;59;3;52;1.37;52.1;68.8;-16.7;-0.44;32493;Jamie Vardy - 15;Kasper Schmeichel;21-22;28;52;38;24211;2768;8536;11014;4876;733;24209;297;547;54.3;601;368;15942;984
28;Lens;fr FRA;7;38;17;11;10;62;48;14;62;1.63;57.7;49;8.6;0.23;2895;Arnaud Kalimuendo - 12;Jean-Louis Leca;21-22;28;50.7;38;24046;2060;6641;12350;5319;741;24041;345;594;58.1;619;336;16370;1229
86;Levante;es ESP;19;38;8;11;19;51;76;-25;35;0.92;61.2;60.9;0.3;0.01;14961;José Luis Morales - 13;Cárdenas;21-22;31;47.2;38;20355;2377;7383;8790;4447;704;20343;348;683;51;614;302;12396;942
12;Leverkusen;de GER;3;34;19;7;8;80;47;33;64;1.88;68.5;49.7;18.8;0.55;17356;Patrik Schick - 24;Lukáš Hrádecký;21-22;29;53.7;34;22083;2356;7507;10535;4286;787;22078;401;706;56.8;608;295;14520;1024
40;Lille;fr FRA;10;38;14;13;11;48;48;0;55;1.45;56.2;45.8;10.4;0.27;34346;Jonathan David - 15;Ivo Grbi?;21-22;26;50.8;38;22934;2116;6983;11025;5192;777;22929;313;620;50.5;655;347;14886;1051
2;Liverpool;eng ENG;2;38;28;8;2;94;26;68;92;2.42;95.1;37.3;57.8;1.52;53352;Mohamed Salah - 23;Alisson;21-22;27;62.7;38;29396;2127;7183;14124;8312;1359;29388;343;635;54;590;366;20941;1625
82;Lorient;fr FRA;16;38;8;12;18;35;63;-28;36;0.95;47.9;57.4;-9.5;-0.25;12738;Terem Moffi - 8;Paul Nardi;21-22;29;44.4;38;20879;2053;6864;9933;4300;591;20876;309;599;51.6;645;332;12974;916
32;Lyon;fr FRA;8;38;17;11;10;66;51;15;61;1.61;76.3;59;17.2;0.45;32329;Moussa Dembélé - 21;Anthony Lopes;21-22;30;58.4;38;27533;2273;7847;13746;6197;897;27525;488;813;60;704;408;19579;1292
49;M'Gladbach;de GER;10;34;12;9;13;54;61;-7;45;1.32;63.7;62.5;1.2;0.04;26539;Jonas Hofmann - 12;Yann Sommer;21-22;26;54;34;22136;2220;7638;10522;4166;749;22129;364;621;58.6;590;323;14567;1076
43;Mainz 05;de GER;8;34;13;7;14;50;45;5;46;1.35;56.4;48.2;8.2;0.24;17978;Jonathan Burkardt - 11;Robin Zentner;21-22;28;46.5;34;18970;1955;6492;8404;4284;746;18966;269;506;53.2;670;295;10582;897
75;Mallorca;es ESP;16;38;10;9;19;36;63;-27;39;1.03;44;54.3;-10.2;-0.27;12712;Vedat Muriqi, Salva Sevilla - 5;Manolo Reina;21-22;33;45.3;38;19186;2232;6589;8303;4545;641;19179;368;612;60.1;613;404;10841;795
1;Manchester City;eng ENG;1;38;29;6;3;99;26;73;93;2.45;96.6;26;70.5;1.86;52774;Kevin De Bruyne - 15;Ederson;21-22;26;67.9;38;31232;1844;6562;15245;9632;1494;31223;425;741;57.4;497;316;24119;1556
36;Manchester Utd;eng ENG;6;38;16;10;12;57;57;0;58;1.53;61.7;59.6;2.1;0.05;7315;Cristiano Ronaldo - 18;David de Gea;21-22;29;52.7;38;24490;2259;7378;11071;6260;875;24485;368;631;58.3;538;333;16510;1101
14;Marseille;fr FRA;2;38;21;8;9;63;38;25;71;1.87;63.3;41.2;22;0.58;51755;Dimitri Payet - 12;Pau López;21-22;27;61.7;38;27844;1931;7507;14145;6416;854;27834;307;573;53.6;569;328;20987;1211
89;Metz;fr FRA;19;38;6;13;19;35;69;-34;31;0.82;34.1;69.6;-35.5;-0.93;14876;Nicolas de Préville - 5;Alexandre Oukidja;21-22;36;42.9;38;20155;2206;7335;9553;3540;408;20154;334;609;54.8;710;364;11882;734
6;Milan;it ITA;1;38;26;8;4;69;31;38;86;2.26;68.2;40.4;27.8;0.73;44015;Olivier Giroud, Rafael Leão - 11;Mike Maignan;21-22;28;54;38;23360;2061;6810;10882;5979;977;23352;456;779;58.5;627;312;15462;1117
18;Monaco;fr FRA;3;38;20;9;9;65;40;25;69;1.82;66.1;45;21;0.55;5877;Wissam Ben Yedder - 25;Alexander Nübel;21-22;27;54.1;38;24480;2000;6589;12080;6054;931;24471;366;653;56;654;321;16107;1400
64;Montpellier;fr FRA;13;38;12;7;19;49;61;-12;43;1.13;45.7;64.1;-18.4;-0.48;10711;Sepe Elye Wahi - 10;Jonas Omlin;21-22;26;48.2;38;21795;2661;7967;9604;4443;565;21791;316;590;53.6;648;340;13755;992
38;Nantes;fr FRA;9;38;15;10;13;55;48;7;55;1.45;50.9;56.5;-5.6;-0.15;20803;Randal Kolo Muani - 12;Alban Lafont;21-22;26;43.9;38;20632;1992;6244;9729;4877;695;20627;333;676;49.3;586;352;12383;907
8;Napoli;it ITA;3;38;24;7;7;74;31;43;79;2.08;66.3;36.8;29.6;0.78;28119;Victor Osimhen - 14;David Ospina;21-22;27;58.3;38;26435;2263;7382;12965;6322;961;26422;357;595;60;525;294;19356;1151
50;Newcastle Utd;eng ENG;11;38;13;10;15;44;62;-18;49;1.29;44.4;62.4;-18;-0.47;51487;Callum Wilson - 8;Martin Dúbravka;21-22;29;40.4;38;18176;2311;6711;7433;4285;720;18173;359;632;56.8;622;359;10029;622
21;Nice;fr FRA;5;38;20;7;11;52;36;16;66;1.74;60.7;48.6;12.2;0.32;16055;Andy Delort - 16;Walter Benítez;21-22;27;51.5;38;23762;2042;6814;12190;5018;733;23752;387;699;55.4;635;349;15929;1024
97;Norwich City;eng ENG;20;38;5;7;26;23;84;-61;22;0.58;35.7;82.3;-46.6;-1.23;26836;Teemu Pukki - 11;Tim Krul;21-22;28;42.9;38;20105;2902;8215;8016;4114;593;20102;298;581;51.3;548;313;11961;755
57;Osasuna;es ESP;10;38;12;11;15;37;51;-14;47;1.24;40.3;48.8;-8.4;-0.22;17107;Ante Budimir - 8;Sergio Herrera;21-22;29;46.9;38;20435;2016;6055;9230;5334;688;20427;261;467;55.9;597;309;11716;928
4;Paris S-G;fr FRA;1;38;26;8;4;90;36;54;86;2.26;84.5;43.2;41.3;1.09;41589;Kylian Mbappé - 28;Keylor Navas;21-22;36;63;38;30302;2212;7242;15615;7682;1003;30294;489;871;56.1;554;348;23579;1403
66;Rayo Vallecano;es ESP;12;38;11;9;18;39;50;-11;42;1.11;50.2;51.9;-1.7;-0.05;7866;Sergi Guardiola - 8;Stole Dimitrievski;21-22;28;49.9;38;21150;2167;6582;9651;5176;729;21146;357;639;55.9;696;371;12555;932
22;RB Leipzig;de GER;4;34;17;7;10;72;37;35;58;1.71;69.5;43.9;25.6;0.75;22124;Christopher Nkunku - 20;Péter Gulácsi;21-22;29;56.1;34;23409;2047;6979;11465;5184;918;23400;347;561;61.9;647;356;15993;1170
5;Real Madrid;es ESP;1;38;26;8;4;80;31;49;86;2.26;78.9;48.2;30.7;0.81;41235;Karim Benzema - 27;Thibaut Courtois;21-22;31;59.9;38;28231;2398;8139;12009;8330;1189;28219;456;780;58.5;495;277;21139;1330
30;Real Sociedad;es ESP;6;38;17;11;10;40;37;3;62;1.63;57.9;44.1;13.8;0.36;26813;Mikel Oyarzabal - 9;Álex Remiro;21-22;32;54.3;38;23265;2574;7485;10604;5416;844;23255;360;670;53.7;626;391;15105;1063
60;Reims;fr FRA;12;38;11;13;14;43;44;-1;46;1.21;43.9;54.4;-10.5;-0.28;11071;Hugo Ekitike - 10;Predrag Rajkovi?;21-22;35;42.2;38;20047;2498;7650;8494;4172;581;20042;329;594;55.4;701;324;11907;891
20;Rennes;fr FRA;4;38;20;6;12;82;40;42;66;1.74;69.9;47.4;22.4;0.59;25493;Martin Terrier - 21;Alfred Gomis;21-22;28;55.9;38;25057;2047;7033;12386;5860;886;25053;287;530;54.2;587;269;17423;1209
27;Roma;it ITA;6;38;18;9;11;59;43;16;63;1.66;70.3;41.8;28.5;0.75;41929;Tammy Abraham - 17;Rui Patrício;21-22;29;51.4;38;22758;2039;7022;10705;5285;936;22749;331;631;52.5;615;287;15010;1171
87;Saint-Étienne;fr FRA;18;38;7;11;20;42;77;-35;32;0.84;44.5;63.7;-19.2;-0.5;21806;Wahbi Khazri - 10;Paul Bernardoni;21-22;39;48.5;38;22148;2057;6997;10782;4664;598;22143;397;738;53.8;725;396;13687;970
92;Salernitana;it ITA;17;38;7;10;21;33;78;-45;31;0.82;42.2;71.2;-29;-0.76;15073;Federico Bonazzoli - 10;Vid Belec;21-22;42;41.2;38;18535;2351;6219;8206;4354;674;18530;314;586;53.6;616;330;10517;726
81;Sampdoria;it ITA;15;38;10;6;22;46;63;-17;36;0.95;41.2;62.2;-21;-0.55;9417;Francesco Caputo - 11;Emil Audero;21-22;34;46.1;38;20845;2664;7600;9107;4331;632;20842;228;422;54;543;270;12705;915
48;Sassuolo;it ITA;11;38;13;11;14;64;66;-2;50;1.32;62;72.4;-10.3;-0.27;8362;Gianluca Scamacca - 16;Andrea Consigli;21-22;29;54.9;38;24244;2658;8120;11128;5260;786;24237;403;678;59.4;601;386;16785;1137
16;Sevilla;es ESP;4;38;18;16;4;53;30;23;70;1.84;48.4;43.3;5.1;0.13;29756;Rafa Mir - 10;Yassine Bounou;21-22;33;59.4;38;25839;2692;8877;11337;5806;741;25836;305;588;51.9;589;326;18112;994
71;Southampton;eng ENG;15;38;9;13;16;43;67;-24;40;1.05;49.9;63.3;-13.4;-0.35;30134;James Ward-Prowse - 10;Fraser Forster;21-22;25;47.7;38;21305;2215;6530;9363;5666;818;21301;350;624;56.1;628;365;12306;941
83;Spezia;it ITA;16;38;10;6;22;41;71;-30;36;0.95;42.3;72.2;-29.9;-0.79;6709;Daniele Verde - 8;Ivan Provedel;21-22;30;42.7;38;19570;2655;7649;8026;4124;582;19565;292;546;53.5;649;353;11430;725
26;Strasbourg;fr FRA;6;38;17;12;9;60;43;17;63;1.66;62.5;50.7;11.8;0.31;23555;Ludovic Ajorque - 12;Matz Sels;21-22;26;49.5;38;22548;2021;6431;10857;5487;822;22540;272;498;54.6;589;300;14393;1152
79;Stuttgart;de GER;15;34;7;12;15;41;59;-18;33;0.97;49.5;61.6;-12;-0.35;27052;Sasa Kalajdzic - 6;Florian Müller;21-22;34;50.7;34;21441;2344;7253;10027;4428;666;21438;372;693;53.7;707;302;13594;967
47;Torino;it ITA;10;38;13;11;14;46;41;5;50;1.32;53.1;43.7;9.3;0.25;9846;Andrea Belotti - 8;Vanja Milinkovi?-Savi?;21-22;31;53.3;38;22075;1989;6321;10339;5633;730;22069;295;512;57.6;643;286;13708;880
13;Tottenham;eng ENG;4;38;22;5;11;69;40;29;71;1.87;66.5;45.3;21.2;0.56;56523;Son Heung-min - 23;Hugo Lloris;21-22;25;51.8;38;24712;2514;7995;11397;5567;855;24707;375;667;56.2;588;341;17010;1093
76;Troyes;fr FRA;15;38;9;11;18;37;53;-16;38;1;44;55.9;-11.9;-0.31;9491;Xavier Chavalerin, Ike Ugbo - 5;Gauthier Gallon;21-22;35;44.4;38;20708;2472;7809;8969;4175;522;20701;318;586;54.3;588;322;12914;892
54;Udinese;it ITA;12;38;11;14;13;61;58;3;47;1.24;58.2;57.1;1.1;0.03;12144;Gerard Deulofeu - 13;Marco Silvestri;21-22;29;42.7;38;19463;2297;6561;8377;4780;839;19459;363;680;53.4;653;334;11455;844
25;Union Berlin;de GER;5;34;16;9;9;50;44;6;57;1.68;53.9;42.8;11.1;0.33;14046;Taiwo Awoniyi - 15;Andreas Luthe;21-22;28;43.7;34;18437;2039;6518;8303;3831;646;18432;244;413;59.1;572;231;10523;845
52;Valencia;es ESP;9;38;11;15;12;48;53;-5;48;1.26;43.6;49;-5.4;-0.14;27349;Gonçalo Guedes, Carlos Soler - 11;Giorgi Mamardashvili;21-22;34;43.6;38;17789;1994;5783;7485;4764;624;17781;360;642;56.1;656;294;9450;810
95;Venezia;it ITA;20;38;6;9;23;34;69;-35;27;0.71;40.1;80.9;-40.8;-1.07;6648;Thomas Henry - 9;Niki Mäenpää;21-22;39;42.3;38;19556;2980;8131;7767;3885;543;19552;300;577;52;609;313;11390;768
33;Villarreal;es ESP;7;38;16;11;11;63;37;26;59;1.55;67.5;50.9;16.6;0.44;14293;Arnaut Groeneveld - 10;Gerónimo Rulli;21-22;29;56.8;38;24111;2439;7718;10741;5877;964;24105;452;748;60.4;570;332;16331;1203
96;Watford;eng ENG;19;38;6;5;27;34;77;-43;23;0.61;44.3;72.6;-28.2;-0.74;20614;Emmanuel Dennis - 10;Ben Foster;21-22;30;40.7;38;19050;2471;7232;7791;4274;612;19048;395;751;52.6;639;389;10238;755
37;West Ham;eng ENG;7;38;16;8;14;60;51;9;56;1.47;58;58.1;0;0;5837;Jarrod Bowen - 12;?ukasz Fabia?ski;21-22;25;47.9;38;22192;2438;6993;9962;5462;806;22186;306;545;56.1;521;293;14154;916
56;Wolfsburg;de GER;12;34;12;6;16;43;54;-11;42;1.24;51.1;52.5;-1.4;-0.04;12018;Lukas Nmecha - 8;Koen Casteels;21-22;30;50.5;34;20309;2348;7255;9291;3971;635;20305;319;541;59;603;284;12436;951
