Rk;Squad;Country;LgRk;MP;W;D;L;GF;GA;GD;Pts;Pts/MP;xG;xGA;xGD;xGD/90;Attendance;Top Team Scorer;Goalkeeper;Anno;# Pl;Poss;90s;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Succ;Att;Succ%;Mis;Dis;Rec;Prog
46;Wolves;eng ENG;10;38;15;6;17;38;43;-5;51;1.34;41.2;63.7;-22.5;-0.59;30841;Raúl Jiménez - 6;José Sá;21-22;26;49.5;38;23197;2659;8456;10147;4837;697;23196;450;771;58.4;598;341;15046;877
81;Alavés;es ESP;16;38;9;11;18;36;57;-21;38;1;42.6;49.9;-7.3;-0.19;0;Joselu - 11;Fernando Pacheco;20-21;30;42.8;38;18059;2108;6489;8043;3726;572;18051;254;467;54.4;557;256;10051;674
58;Angers;fr FRA;13;38;12;8;18;40;58;-18;44;1.16;41.6;52.3;-10.7;-0.28;0;Angelo Fulgini - 7;Paul Bernardoni;20-21;31;46.4;38;22797;1889;6970;11277;4815;568;22791;386;744;51.9;635;394;14688;1014
79;Arminia;de GER;15;34;9;8;17;26;52;-26;35;1.03;32.9;56.8;-23.9;-0.7;321;Fabian Klos, Ritsu Doan - 5;Stefan Ortega;20-21;26;42.3;34;18292;2539;7568;7516;3373;524;18290;233;435;53.6;557;262;10442;676
30;Arsenal;eng ENG;8;38;18;7;13;55;39;16;61;1.61;51.8;43;8.8;0.23;632;Alexandre Lacazette - 13;Bernd Leno;20-21;29;53.5;38;25293;2432;7967;11336;6179;907;25287;296;535;55.3;511;260;17849;1135
40;Aston Villa;eng ENG;11;38;16;7;15;55;46;9;55;1.45;52.5;51.1;1.4;0.04;526;Ollie Watkins - 14;Emiliano Martínez;20-21;24;48.5;38;20972;2576;6958;8565;5691;940;20966;369;595;62;579;337;12757;1008
10;Atalanta;it ITA;3;38;23;9;6;90;47;43;78;2.05;74.7;41;33.7;0.89;105;Luis Muriel - 22;Pierluigi Gollini;20-21;30;54.6;38;26213;1776;6632;12026;7815;1138;26206;396;707;56;680;406;17843;1550
50;Athletic Club;es ESP;10;38;11;13;14;46;42;4;46;1.21;43.1;37.7;5.4;0.14;0;Álex Berenguer - 8;Unai Simón;20-21;27;49.9;38;21272;1922;5863;10209;5407;676;21267;304;501;60.7;496;335;13406;1015
4;Atlético Madrid;es ESP;1;38;26;8;4;67;25;42;86;2.26;52.8;37.1;15.7;0.41;0;Luis Suárez - 21;Jan Oblak;20-21;25;52.3;38;24464;1972;6783;11999;5864;879;24458;374;588;63.6;503;342;16585;1167
72;Augsburg;de GER;13;34;10;6;18;36;54;-18;36;1.06;37.3;57.3;-20;-0.59;353;André Hahn - 8;Rafa? Gikiewicz;20-21;25;41.4;34;18065;2499;7270;7771;3238;488;18060;282;474;59.5;557;321;10119;760
8;Barcelona;es ESP;3;38;24;7;7;85;38;47;79;2.08;73.5;40.8;32.7;0.86;0;Lionel Messi - 30;Marc-André ter Stegen;20-21;25;65.5;38;31834;2243;7303;14863;9879;1207;31826;513;770;66.6;477;341;24944;1472
2;Bayern Munich;de GER;1;34;24;6;4;99;44;55;78;2.29;75.9;40.2;35.8;1.05;15;Robert Lewandowski - 41;Manuel Neuer;20-21;29;60.7;34;25666;1858;6646;11993;7281;1165;25656;437;690;63.3;656;349;18146;1445
89;Benevento;it ITA;18;38;7;12;19;40;75;-35;33;0.87;40.6;64.3;-23.6;-0.62;158;Gianluca Lapadula - 8;Lorenzo Montipò;20-21;29;42.6;38;19066;2352;7068;8143;4075;694;19059;273;452;60.4;513;289;11405;825
31;Betis;es ESP;6;38;17;10;11;50;50;0;61;1.61;49.1;46.8;2.2;0.06;0;Borja Iglesias - 11;Claudio Bravo;20-21;25;53.6;38;23512;2103;6929;11130;5678;783;23501;420;638;65.8;592;367;15612;958
70;Bologna;it ITA;12;38;10;11;17;51;65;-14;41;1.08;54.6;62.6;-7.9;-0.21;105;Roberto Soriano - 9;?ukasz Skorupski;20-21;37;50.8;38;22653;2736;7470;9985;5409;759;22649;345;628;54.9;598;305;14409;1079
54;Bordeaux;fr FRA;12;38;13;6;19;42;56;-14;45;1.18;43.5;54.9;-11.4;-0.3;0;Hwang Ui-jo - 12;Benoît Costil;20-21;28;49.8;38;23450;2361;7804;11492;4410;603;23446;391;679;57.6;614;396;15660;912
71;Brest;fr FRA;17;38;11;8;19;50;66;-16;41;1.08;50;58.1;-8.1;-0.21;0;Steve Mounié - 9;Gautier Larsonneur;20-21;26;49.3;38;23271;2620;8229;10166;5145;717;23267;383;613;62.5;561;285;15242;1004
68;Brighton;eng ENG;16;38;9;14;15;40;46;-6;41;1.08;50.9;35.3;15.6;0.41;523;Neal Maupay - 8;Robert Sánchez;20-21;27;51.1;38;23594;2483;7910;10192;5733;877;23585;350;573;61.1;549;306;15553;1049
78;Burnley;eng ENG;17;38;10;9;19;33;55;-22;39;1.03;39.3;54.7;-15.4;-0.4;178;Chris Wood - 12;Nick Pope;20-21;25;42.1;38;19292;2186;5786;9038;4639;689;19289;234;403;58.1;503;278;10666;784
59;Cádiz;es ESP;12;38;11;11;16;36;58;-22;44;1.16;34.7;55.4;-20.7;-0.54;0;Álvaro Negredo - 8;Jeremías Ledesma;20-21;34;34.8;38;15897;2116;5878;6688;3541;437;15893;321;513;62.6;561;294;7791;555
82;Cagliari;it ITA;16;38;9;10;19;43;59;-16;37;0.97;47.1;61.7;-14.6;-0.38;105;João Pedro - 16;Alessio Cragno;20-21;32;44.8;38;20853;2360;6998;9306;4809;709;20848;336;605;55.5;532;281;12844;859
43;Celta Vigo;es ESP;8;38;14;11;13;55;57;-2;53;1.39;50.4;51;-0.6;-0.02;91;Iago Aspas - 14;Iván Villar;20-21;30;53.3;38;23160;2448;7985;10675;4692;584;23153;276;465;59.4;533;279;14984;943
22;Chelsea;eng ENG;4;38;19;10;9;58;36;22;67;1.76;62.4;30.3;32.2;0.85;526;Jorginho - 7;Edouard Mendy;20-21;27;60.9;38;29654;2501;8831;13861;7191;1002;29644;359;657;54.6;585;286;21744;1250
95;Crotone;it ITA;19;38;6;5;27;45;92;-47;23;0.61;40.4;70.8;-30.5;-0.8;53;Simeon Nwankwo - 20;Alex Cordaz;20-21;31;46.3;38;21114;2913;8252;9145;3954;578;21105;385;623;61.8;610;366;13337;881
60;Crystal Palace;eng ENG;14;38;12;8;18;41;66;-25;44;1.16;34.1;58.2;-24.2;-0.64;447;Wilfried Zaha - 11;Vicente Guaita;20-21;24;40.6;38;19664;2195;6902;8645;4355;646;19660;365;645;56.6;596;402;11453;819
96;Dijon;fr FRA;20;38;4;9;25;25;73;-48;21;0.55;33.7;72.1;-38.4;-1.01;0;Mama Samba Baldé - 7;Anthony Racioppi;20-21;33;46.2;38;21851;2519;8128;10103;3863;492;21846;385;673;57.2;654;366;13782;924
18;Dortmund;de GER;3;34;20;4;10;75;46;29;64;1.88;66.2;41.6;24.6;0.72;1241;Erling Haaland - 27;Roman Bürki;20-21;26;59.6;34;25815;2079;7090;12622;6334;998;25809;400;630;63.5;532;294;18625;1300
91;Eibar;es ESP;20;38;6;12;20;29;52;-23;30;0.79;45.2;45.7;-0.5;-0.01;0;Kike - 12;Marko Dmitrovi?;20-21;30;49.3;38;20710;1772;5557;9520;5858;672;20700;320;519;61.7;657;320;11599;855
23;Eint Frankfurt;de GER;5;34;16;12;6;69;53;16;60;1.76;58.5;46.9;11.6;0.34;853;André Silva - 28;Kevin Trapp;20-21;25;53.7;34;22087;2241;6625;10601;5090;780;22079;277;514;53.9;565;312;14068;1160
85;Elche;es ESP;17;38;8;12;18;34;55;-21;36;0.95;29.9;60.9;-31;-0.82;185;Lucas Boyé - 7;Édgar Badía;20-21;30;47.5;38;20758;2581;8348;9110;3507;412;20755;365;618;59.1;614;345;13299;603
34;Everton;eng ENG;10;38;17;8;13;47;48;-1;59;1.55;45.7;50.1;-4.5;-0.12;368;Dominic Calvert-Lewin - 16;Jordan Pickford;20-21;29;46.4;38;22747;2728;8236;10229;4522;636;22742;362;591;61.3;552;344;14622;853
74;Fiorentina;it ITA;13;38;9;13;16;47;59;-12;40;1.05;44.9;61.5;-16.6;-0.44;105;Dušan Vlahovi? - 21;Bart?omiej Dr?gowski;20-21;30;46.3;38;20730;2097;6129;9656;5177;655;20724;325;575;56.5;561;422;13262;911
47;Freiburg;de GER;10;34;12;9;13;52;52;0;45;1.32;45.5;52.4;-6.9;-0.2;188;Vincenzo Grifo - 9;Florian Müller;20-21;24;47.3;34;19394;2362;7164;8331;4068;603;19388;230;423;54.4;531;231;11980;887
92;Fulham;eng ENG;18;38;5;13;20;27;53;-26;28;0.74;40.5;52.6;-12.1;-0.32;211;Bobby Reid - 5;Alphonse Areola;20-21;28;49.7;38;23639;2409;8037;10388;5494;718;23633;506;795;63.6;721;393;15193;939
66;Genoa;it ITA;11;38;10;12;16;47;58;-11;42;1.11;38.8;60.5;-21.7;-0.57;53;Mattia Destro - 11;Mattia Perin;20-21;34;44.8;38;21895;2595;7822;10076;4241;568;21891;294;541;54.3;589;305;13752;836
80;Getafe;es ESP;15;38;9;11;18;28;43;-15;38;1;34.4;40.3;-5.9;-0.16;0;Ángel Rodríguez, Jaime Mata - 5;David Soria;20-21;31;43.3;38;17567;1595;4686;7814;5307;663;17562;263;483;54.5;607;354;8812;752
52;Granada;es ESP;9;38;13;7;18;47;65;-18;46;1.21;41.1;56.2;-15;-0.4;0;Roberto Soldado - 9;Rui Silva;20-21;34;41.4;38;17011;2131;5992;7345;3869;520;17005;312;516;60.5;526;346;8909;671
53;Hellas Verona;it ITA;10;38;11;12;15;46;48;-2;45;1.18;46;51.4;-5.5;-0.14;579;Antonín Barák - 7;Marco Silvestri;20-21;32;49.8;38;21741;2199;6679;10159;5183;706;21738;303;495;61.2;594;316;12962;1065
76;Hertha BSC;de GER;14;34;8;11;15;41;52;-11;35;1.03;41.9;47.4;-5.6;-0.16;471;Jhon Córdoba, Krzysztof Pi?tek... - 7;Alexander Schwolow;20-21;32;49.6;34;19838;2074;6901;9294;3858;644;19832;329;571;57.6;563;310;12394;848
48;Hoffenheim;de GER;11;34;11;10;13;52;54;-2;43;1.26;51.9;53.1;-1.2;-0.04;361;Andrej Kramari? - 20;Oliver Baumann;20-21;30;51.2;34;21800;2274;7083;9967;4974;738;21794;279;553;50.5;613;280;14084;1159
88;Huesca;es ESP;18;38;7;13;18;34;53;-19;34;0.89;38.9;48.4;-9.5;-0.25;;Rafa Mir - 13;Álvaro Fernández;20-21;27;48.3;38;21139;2402;7944;9054;4413;590;21135;426;654;65.1;540;305;13317;772
1;Inter;it ITA;1;38;28;7;3;89;35;54;91;2.39;74.2;39.8;34.3;0.9;158;Romelu Lukaku - 24;Samir Handanovi?;20-21;25;52.5;38;25206;2421;7644;11534;6236;1012;25197;260;454;57.3;543;262;18130;1215
11;Juventus;it ITA;4;38;23;9;6;77;38;39;78;2.05;74.4;39.4;35;0.92;105;Cristiano Ronaldo - 29;Wojciech Szcz?sny;20-21;30;56.9;38;26927;2597;7954;12789;6438;1060;26917;451;684;65.9;581;300;19632;1258
84;Köln;de GER;16;34;8;9;17;34;60;-26;33;0.97;40.5;53.6;-13;-0.38;33;Ondrej Duda - 7;Timo Horn;20-21;28;46.3;34;19580;2349;7297;8589;3898;521;19574;238;420;56.7;576;264;11761;816
21;Lazio;it ITA;6;38;21;5;12;61;55;6;68;1.79;58.2;47.3;10.9;0.29;158;Ciro Immobile - 20;Pepe Reina;20-21;30;53;38;24765;2489;7648;11491;5882;874;24755;297;553;53.7;553;304;16712;1230
33;Leeds United;eng ENG;9;38;18;5;15;62;54;8;59;1.55;55.6;57.9;-2.2;-0.06;421;Patrick Bamford - 17;Illan Meslier;20-21;23;57.3;38;24691;2750;9021;10282;5617;874;24687;318;563;56.5;667;319;16053;1166
24;Leicester City;eng ENG;5;38;20;6;12;68;50;18;66;1.74;55.8;46;9.8;0.26;421;Jamie Vardy - 15;Kasper Schmeichel;20-21;27;54.3;38;25202;2268;7889;11952;5601;766;25190;358;645;55.5;549;322;16800;1035
38;Lens;fr FRA;7;38;15;12;11;55;54;1;57;1.5;56.4;46.8;9.6;0.25;0;Gaël Kakuta - 11;Jean-Louis Leca;20-21;27;51.1;38;22972;2042;6783;11393;5013;667;22960;363;636;57.1;620;348;14874;1148
69;Levante;es ESP;14;38;9;14;15;46;57;-11;41;1.08;40.4;53.4;-13;-0.34;0;José Luis Morales - 13;Aitor Fernández;20-21;29;52.2;38;21761;2410;7649;9461;4866;669;21755;366;615;59.5;547;326;13988;1098
36;Leverkusen;de GER;6;34;14;10;10;53;39;14;52;1.53;46.3;39.2;7.1;0.21;355;Lucas Alario - 11;Lukáš Hrádecký;20-21;30;59.7;34;25223;2235;7419;12778;5271;778;25220;426;710;60;620;335;17677;1117
6;Lille;fr FRA;1;38;24;11;3;64;23;41;83;2.18;48.5;29.8;18.7;0.49;209;Burak Y?lmaz - 16;Mike Maignan;20-21;21;53.8;38;25785;1900;6828;13275;5939;724;25780;408;705;57.9;622;380;17675;1187
19;Liverpool;eng ENG;3;38;20;9;9;68;42;26;69;1.82;67.5;43;24.5;0.65;837;Mohamed Salah - 22;Alisson;20-21;28;62.1;38;29889;2072;7199;14819;8141;1188;29883;407;696;58.5;592;387;21689;1535
67;Lorient;fr FRA;16;38;11;9;18;50;68;-18;42;1.11;48.6;52.5;-4;-0.1;0;Terem Moffi - 14;Paul Nardi;20-21;27;44.6;38;21217;1960;7212;10220;4057;507;21207;361;635;56.9;618;349;12963;857
15;Lyon;fr FRA;4;38;22;10;6;81;43;38;76;2;81.4;41.5;39.9;1.05;231;Memphis - 20;Anthony Lopes;20-21;29;54.9;38;25450;2061;6870;12285;6548;1091;25439;479;813;58.9;633;326;17500;1482
41;M'Gladbach;de GER;8;34;13;10;11;64;56;8;49;1.44;54.9;45.7;9.2;0.27;628;Lars Stindl - 14;Yann Sommer;20-21;23;51.7;34;22617;2263;7416;11039;4376;758;22606;319;533;59.8;548;299;15039;1065
61;Mainz 05;de GER;12;34;10;9;15;39;56;-17;39;1.15;49.9;52.1;-2.2;-0.06;221;Jean-Philippe Mateta - 7;Robin Zentner;20-21;31;40.7;34;17660;2097;6276;7590;3967;636;17655;268;488;54.9;577;279;9383;794
3;Manchester City;eng ENG;1;38;27;5;6;83;32;51;86;2.26;68.2;30.2;38;1;526;?lkay Gündo?an - 13;Ederson;20-21;24;63.5;38;30550;1920;6464;15919;8413;1190;30541;485;783;61.9;510;350;23545;1362
16;Manchester Utd;eng ENG;2;38;21;11;6;73;44;29;74;1.95;60.1;41.5;18.6;0.49;526;Bruno Fernandes - 18;David de Gea;20-21;29;55.7;38;26438;2217;7583;11899;7228;910;26427;415;711;58.4;536;360;18566;1285
32;Marseille;fr FRA;5;38;16;12;10;54;47;7;60;1.58;46.6;47.4;-0.8;-0.02;0;Arkadiusz Milik - 9;Steve Mandanda;20-21;31;53.6;38;24413;2361;7694;12257;4710;645;24406;321;582;55.2;571;312;16269;1043
49;Metz;fr FRA;10;38;12;11;15;44;48;-4;47;1.24;44.1;49.2;-5.2;-0.14;498;Farid Boulaya, Ibrahima Niane - 6;Alexandre Oukidja;20-21;27;45.2;38;21248;2168;7336;10041;4123;523;21237;381;678;56.2;695;381;12981;825
9;Milan;it ITA;2;38;24;7;7;74;41;33;79;2.08;70.7;47;23.7;0.62;105;Zlatan Ibrahimovi? - 15;Gianluigi Donnarumma;20-21;29;51.7;38;23625;2344;7283;10787;5838;931;23605;415;670;61.9;616;299;15666;1108
12;Monaco;fr FRA;3;38;24;6;8;76;42;34;78;2.05;68.7;34.6;34.1;0.9;0;Wissam Ben Yedder - 20;Benjamin Lecomte;20-21;30;55.8;38;25825;2017;7178;13034;5863;920;25810;308;570;54;608;304;17550;1277
42;Montpellier;fr FRA;8;38;14;12;12;60;62;-2;54;1.42;51.9;66.2;-14.3;-0.38;0;Gaëtan Laborde - 16;Jonas Omlin;20-21;25;45.7;38;20578;2272;6969;9165;4673;700;20573;299;587;50.9;590;300;12511;920
73;Nantes;fr FRA;18;38;9;13;16;47;55;-8;40;1.05;49;53.6;-4.6;-0.12;0;Ludovic Blas - 10;Alban Lafont;20-21;25;43.9;38;20715;1940;6138;10066;4738;666;20706;378;678;55.8;615;368;12159;965
13;Napoli;it ITA;5;38;24;5;9;86;41;45;77;2.03;67.7;42.6;25.2;0.66;105;Lorenzo Insigne - 19;Alex Meret;20-21;25;55.1;38;25830;2237;7347;12336;6412;975;25822;386;628;61.5;482;255;18670;1201
55;Newcastle Utd;eng ENG;12;38;12;9;17;46;62;-16;45;1.18;43.4;58.3;-14.9;-0.39;526;Callum Wilson - 12;Karl Darlow;20-21;27;38.8;38;18643;2525;7157;7837;3885;551;18637;350;587;59.6;519;297;10666;636
45;Nice;fr FRA;9;38;15;7;16;50;53;-3;52;1.37;48;55.6;-7.7;-0.2;0;Amine Gouiri - 12;Walter Benítez;20-21;31;54.3;38;25422;2572;8513;12342;4824;683;25415;440;741;59.4;664;366;17907;1049
86;Nîmes;fr FRA;19;38;9;8;21;40;71;-31;35;0.92;43.3;64.2;-20.9;-0.55;0;Renaud Ripart - 11;Baptiste Reynet;20-21;33;44.4;38;20899;2459;7786;9094;4248;584;20891;320;616;51.9;645;362;12501;845
57;Osasuna;es ESP;11;38;11;11;16;37;48;-11;44;1.16;38.7;47.8;-9;-0.24;0;Ante Budimir - 11;Sergio Herrera;20-21;28;43.2;38;18848;2096;6001;8631;4411;618;18842;245;441;55.6;588;310;10066;855
7;Paris S-G;fr FRA;2;38;26;4;8;86;28;58;82;2.16;80.1;40.6;39.5;1.04;0;Kylian Mbappé - 27;Keylor Navas;20-21;33;63.1;38;29813;1996;6998;15589;7465;1053;29800;489;847;57.7;577;348;22689;1460
97;Parma;it ITA;20;38;3;11;24;39;83;-44;20;0.53;42.5;61;-18.5;-0.49;158;Juraj Kucka, Hernani - 7;Luigi Sepe;20-21;42;47.8;38;22326;2759;8056;10133;4375;639;22321;362;589;61.5;561;292;14591;951
17;RB Leipzig;de GER;2;34;19;8;7;60;32;28;65;1.91;64.4;29.4;35;1.03;1059;Marcel Sabitzer - 8;Péter Gulácsi;20-21;25;59.7;34;24945;1817;6341;12801;6007;925;24935;315;523;60.2;546;326;17312;1308
5;Real Madrid;es ESP;2;38;25;9;4;67;28;39;84;2.21;61.5;37.6;23.9;0.63;0;Karim Benzema - 23;Thibaut Courtois;20-21;30;59.3;38;27695;2273;7882;12312;7737;1008;27692;429;646;66.4;546;315;20454;1239
27;Real Sociedad;es ESP;5;38;17;11;10;59;38;21;62;1.63;60.7;39.2;21.5;0.57;0;Alexander Isak - 17;Álex Remiro;20-21;30;54.9;38;22516;2088;6526;10677;5526;814;22504;330;550;60;518;311;14622;1076
64;Reims;fr FRA;14;38;9;15;14;42;50;-8;42;1.11;32.7;59;-26.3;-0.69;0;Boulaye Dia - 14;Predrag Rajkovi?;20-21;29;44.9;38;21204;2483;8174;9086;4204;569;21198;371;669;55.5;610;277;13359;889
37;Rennes;fr FRA;6;38;16;10;12;52;40;12;58;1.53;47.8;38.1;9.7;0.26;0;Sehrou Guirassy - 10;Alfred Gomis;20-21;32;59.1;38;27588;1891;7182;14134;6496;827;27585;406;673;60.3;610;287;19810;1282
28;Roma;it ITA;7;38;18;8;12;68;58;10;62;1.63;67.2;46.2;21;0.55;105;Henrikh Mkhitaryan - 13;Pau López;20-21;31;52.2;38;24182;2261;7045;11897;5506;860;24174;412;686;60.1;524;227;16757;1203
51;Saint-Étienne;fr FRA;11;38;12;10;16;42;54;-12;46;1.21;48.7;50.1;-1.3;-0.04;0;Wahbi Khazri, Denis Bouanga - 7;Jessy Moulin;20-21;40;48.3;38;22077;2127;7665;10267;4401;661;22068;432;802;53.9;715;363;13428;826
44;Sampdoria;it ITA;9;38;15;7;16;52;54;-2;52;1.37;45.4;56.1;-10.7;-0.28;105;Fabio Quagliarella - 13;Emil Audero;20-21;27;45.2;38;21594;2524;7306;9467;5064;692;21588;292;484;60.3;566;287;13229;993
29;Sassuolo;it ITA;8;38;17;11;10;64;56;8;62;1.63;58.4;55.4;3;0.08;134;Domenico Berardi - 17;Andrea Consigli;20-21;28;60.3;38;27521;2618;8124;13229;6397;833;27507;428;718;59.6;573;313;20080;1249
98;Schalke 04;de GER;18;34;3;7;24;25;86;-61;16;0.47;28.7;69.2;-40.5;-1.19;18;Matthew Hoppe - 6;Ralf Fährmann;20-21;42;44.7;34;18573;2519;7324;8341;3114;475;18571;333;617;54;592;352;10940;701
14;Sevilla;es ESP;4;38;24;5;9;53;33;20;77;2.03;54.4;34.8;19.6;0.52;0;Youssef En-Nesyri - 18;Yassine Bounou;20-21;26;60.9;38;26331;2490;8160;12198;6158;779;26324;392;599;65.4;516;309;19051;1040
94;Sheffield Utd;eng ENG;20;38;7;2;29;20;63;-43;23;0.61;32.6;62.2;-29.6;-0.78;263;David McGoldrick - 8;Aaron Ramsdale;20-21;27;41.7;38;20227;2314;6406;8550;5479;613;20223;269;475;56.6;536;323;11954;803
63;Southampton;eng ENG;15;38;12;7;19;47;68;-21;43;1.13;41.2;53.1;-11.8;-0.31;526;Danny Ings - 12;Alex McCarthy;20-21;29;52;38;23455;2302;7476;11497;4711;692;23450;343;601;57.1;638;386;14738;898
77;Spezia;it ITA;15;38;9;12;17;52;72;-20;39;1.03;46.6;65.1;-18.5;-0.49;105;M'Bala Nzola - 11;Ivan Provedel;20-21;35;51.9;38;23126;2446;7748;10463;5189;742;23121;322;528;61;606;295;15337;953
65;Strasbourg;fr FRA;15;38;11;9;18;49;58;-9;42;1.11;52.8;50.7;2.1;0.06;0;Ludovic Ajorque - 16;Eiji Kawashima;20-21;26;45.7;38;20995;2038;6810;9798;4642;694;20984;299;508;58.9;645;330;12929;955
46;Stuttgart;de GER;9;34;12;9;13;56;55;1;45;1.32;51.4;52.1;-0.8;-0.02;978;Sasa Kalajdzic - 16;Gregor Kobel;20-21;29;51.5;34;21637;2466;7124;10223;4542;750;21629;413;668;61.8;640;410;13968;1137
83;Torino;it ITA;17;38;7;16;15;50;69;-19;37;0.97;50;62;-11.9;-0.31;105;Andrea Belotti - 13;Salvatore Sirigu;20-21;29;47.3;38;21121;2331;7161;9723;4505;656;21116;388;635;61.1;576;297;13158;752
26;Tottenham;eng ENG;7;38;18;8;12;68;45;23;62;1.63;53.1;49.1;4;0.1;632;Harry Kane - 23;Hugo Lloris;20-21;24;51.6;38;24467;2581;7967;11866;4908;695;24462;403;715;56.4;519;334;16315;962
75;Udinese;it ITA;14;38;10;10;18;42;58;-16;40;1.05;45.7;52.6;-6.9;-0.18;158;Rodrigo De Paul - 9;Juan Musso;20-21;33;46.3;38;21273;2300;6910;9548;5036;731;21269;376;611;61.5;604;330;13723;959
39;Union Berlin;de GER;7;34;12;14;8;50;43;7;50;1.47;46.9;42.8;4.1;0.12;912;Max Kruse - 11;Andreas Luthe;20-21;27;44.9;34;19459;2072;6976;8961;3733;551;19452;206;389;53;547;230;11676;787
62;Valencia;es ESP;13;38;10;13;15;50;53;-3;43;1.13;42.6;52.2;-9.6;-0.25;142;Carlos Soler - 11;Jaume Doménech;20-21;30;46.9;38;20116;2568;7181;8696;4459;553;20106;341;553;61.7;498;268;12592;827
90;Valladolid;es ESP;19;38;5;16;17;34;57;-23;31;0.82;40.1;52.9;-12.8;-0.34;0;Fabián Orellana, Shon Weissman - 6;Jordi Masip;20-21;32;45.2;38;19267;2230;6558;8378;4547;554;19259;291;504;57.7;524;328;10970;766
35;Villarreal;es ESP;7;38;15;13;10;60;44;16;58;1.53;56.4;42.5;13.9;0.37;253;Gerard Moreno - 23;Sergio Asenjo;20-21;29;55.2;38;24666;2447;7827;11429;5647;803;24653;437;692;63.2;545;336;17204;1118
87;Werder Bremen;de GER;17;34;7;10;17;36;57;-21;31;0.91;32.9;53.2;-20.3;-0.6;518;Niclas Füllkrug - 6;Ji?í Pavlenka;20-21;27;43.9;34;19270;2266;7029;8974;3474;499;19265;188;367;51.2;521;268;11498;793
93;West Brom;eng ENG;19;38;5;11;22;35;76;-41;26;0.68;35.8;67.9;-32;-0.84;283;Matheus Pereira - 11;Sam Johnstone;20-21;30;37.9;38;18121;2540;6668;7460;4182;569;18116;264;505;52.3;613;313;9591;708
25;West Ham;eng ENG;6;38;19;8;11;62;47;15;65;1.71;55.4;48.7;6.7;0.18;632;Michail Antonio, Tomáš Sou?ek - 10;?ukasz Fabia?ski;20-21;24;43.2;38;20655;2288;6619;9285;4989;754;20651;298;542;55;491;318;12541;832
20;Wolfsburg;de GER;4;34;17;10;7;61;37;24;61;1.79;49;42.1;6.9;0.2;538;Wout Weghorst - 20;Koen Casteels;20-21;26;51.1;34;21252;2088;6588;10002;4904;743;21249;296;483;61.3;618;296;12958;1047
56;Wolves;eng ENG;13;38;12;9;17;36;52;-16;45;1.18;36.5;49.5;-13;-0.34;237;Rúben Neves, Pedro Neto - 5;Rui Patrício;20-21;27;49.3;38;23137;2194;7249;10975;5140;695;23133;468;779;60.1;592;309;15323;834
