Rk;Squad;Country;LgRk;MP;W;D;L;GF;GA;GD;Pts;Pts/MP;xG;xGA;xGD;xGD/90;Attendance;Top Team Scorer;Goalkeeper;Anno;# Pl;Poss;90s;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Succ;Att;Succ%;Mis;Dis;Rec;Prog
36;Wolves;eng ENG;7;38;16;9;13;47;46;1;57;1.5;52.1;42.1;10.1;0.26;3103;Raúl Jiménez - 13;Rui Patrício;18-19;21;46.8;38;22613;2106;6758;11079;5005;701;22609;331;596;55.5;498;401;13790;987
55;Alavés;es ESP;14;38;15;2;21;40;50;-10;47;1.24;38.5;55.9;-17.4;-0.46;18845;Munir El Haddadi - 10;Fernando Pacheco;17-18;30;40.3;38;17961;2213;6350;8013;3846;558;17958;330;577;57.2;534;403;9534;743
59;Amiens;fr FRA;13;38;12;9;17;37;42;-5;45;1.18;32.8;54.9;-22.1;-0.58;9521;Moussa Konaté - 13;Régis Gurtner;17-18;30;43.3;38;19942;2458;7006;9599;3615;466;19938;397;610;65.1;618;503;11067;881
68;Angers;fr FRA;14;38;9;14;15;42;52;-10;41;1.08;47.6;45.8;1.8;0.05;11065;Karl Toko Ekambi - 17;Ludovic Butelle;17-18;27;45.1;38;20991;1784;6339;10105;4795;605;20987;379;607;62.4;542;490;12626;1019
22;Arsenal;eng ENG;6;38;19;6;13;74;51;23;63;1.66;68.3;47.8;20.5;0.54;59323;Alexandre Lacazette - 14;Petr ?ech;17-18;30;61.4;38;29053;2215;7507;13534;8229;1098;29048;383;547;70;540;412;20681;1612
27;Atalanta;it ITA;7;38;16;12;10;57;39;18;60;1.58;64.1;36.6;27.5;0.72;17921;Josip Ili?i? - 11;Etrit Berisha;17-18;25;55.4;38;25442;1939;6872;11975;6862;1000;25433;442;704;62.8;599;449;16768;1376
64;Athletic Club;es ESP;16;38;10;13;15;41;49;-8;43;1.13;49.7;50.3;-0.6;-0.02;37246;Raúl García - 10;Kepa Arrizabalaga;17-18;26;49.6;38;21587;2148;6409;10268;5194;749;21578;350;611;57.3;501;409;13031;1007
9;Atlético Madrid;es ESP;2;38;23;10;5;58;22;36;79;2.08;50.2;35.8;14.4;0.38;52707;Antoine Griezmann - 19;Jan Oblak;17-18;26;47.5;38;22918;2123;7045;10681;5440;735;22913;426;693;61.5;548;448;14374;1075
57;Augsburg;de GER;12;34;10;11;13;43;46;-3;41;1.21;44.7;41.4;3.3;0.1;28238;Michael Gregoritsch - 13;Marwin Hitz;17-18;27;45.7;34;18052;2002;6259;7883;4130;623;18048;185;441;42;421;320;10062;838
5;Barcelona;es ESP;1;38;28;9;1;99;29;70;93;2.45;83.5;41.9;41.6;1.09;67142;Lionel Messi - 34;Marc-André ter Stegen;17-18;25;62.8;38;29238;2251;7375;14155;7976;1212;29233;619;973;63.6;486;465;21957;1556
3;Bayern Munich;de GER;1;34;27;3;4;92;28;64;84;2.47;75.8;31.7;44.1;1.3;75;Robert Lewandowski - 29;Sven Ulreich;17-18;28;66.1;34;27188;1775;6533;13281;7577;1003;27180;277;679;40.8;345;219;20368;1638
97;Benevento;it ITA;20;38;6;3;29;33;84;-51;21;0.55;38.3;73.2;-34.9;-0.92;12132;Cheick Diabaté - 8;Christian Puggioni;17-18;41;47.5;38;21911;2549;8007;9812;4389;567;21908;393;665;59.1;541;425;14088;851
28;Betis;es ESP;6;38;18;6;14;60;61;-1;60;1.58;46;49;-3.1;-0.08;46781;Sergio León - 11;Antonio Adán;17-18;29;56.9;38;25363;2526;8057;12452;5098;575;25360;439;681;64.5;520;381;17762;1022
76;Bologna;it ITA;15;38;11;6;21;40;52;-12;39;1.03;36.6;51.4;-14.8;-0.39;20903;Simone Verdi - 10;Antonio Mirante;17-18;30;46.8;38;21750;2534;7627;10244;4119;529;21746;327;473;69.1;599;469;13450;975
35;Bordeaux;fr FRA;6;38;16;7;15;53;48;5;55;1.45;51;43.6;7.5;0.2;26048;Malcom - 12;Benoît Costil;17-18;31;50.6;38;22588;1938;6599;11133;5139;690;22582;459;766;59.9;605;426;14396;1039
62;Bournemouth;eng ENG;12;38;11;11;16;45;61;-16;44;1.16;38.8;59.2;-20.4;-0.54;10641;Joshua King, Callum Wilson - 8;Asmir Begovi?;17-18;22;48.1;38;22169;2423;7646;9442;5325;780;22166;343;638;53.8;564;419;13269;1095
74;Brighton;eng ENG;15;38;9;13;16;34;54;-20;40;1.05;37;50.8;-13.8;-0.36;30403;Glenn Murray - 12;Mathew Ryan;17-18;24;43.7;38;20405;2540;7482;8745;4410;585;20398;299;487;61.4;496;296;11679;883
40;Burnley;eng ENG;7;38;14;12;12;36;39;-3;54;1.42;32.3;51.2;-18.9;-0.5;20688;Chris Wood - 10;Nick Pope;17-18;24;43.7;38;19387;2386;6339;8939;4291;586;19387;218;345;63.2;489;345;10359;806
80;Caen;fr FRA;16;38;10;8;20;27;52;-25;38;1;42.8;48;-5.2;-0.14;17187;Ivan Santini - 11;Rémy Vercoutre;17-18;26;45.5;38;20504;1959;6189;9963;4604;518;20496;306;469;65.2;634;463;11410;1095
77;Cagliari;it ITA;16;38;11;6;21;33;61;-28;39;1.03;39.7;59.2;-19.5;-0.51;14685;Leonardo Pavoletti - 11;Alessio Cragno;17-18;29;45.3;38;20628;2218;7082;9412;4355;614;20621;237;411;57.7;536;350;12037;992
48;Celta Vigo;es ESP;13;38;13;10;15;59;60;-1;49;1.29;55;55.3;-0.3;-0.01;16195;Iago Aspas - 22;Rubén Blanco;17-18;23;55.7;38;24672;2461;8029;11870;5023;698;24669;376;603;62.4;501;428;16787;1141
20;Chelsea;eng ENG;5;38;21;7;10;62;38;24;70;1.84;54.4;33.8;20.6;0.54;41282;Eden Hazard - 12;Thibaut Courtois;17-18;26;55.6;38;27032;2311;8072;12024;7255;992;27029;513;734;69.9;533;414;18771;1395
75;Chievo;it ITA;13;38;10;10;18;36;59;-23;40;1.05;34.1;55.2;-21.2;-0.56;1254;Roberto Inglese - 12;Stefano Sorrentino;17-18;25;44.4;38;20954;2467;6964;9396;4813;580;20952;204;378;54;498;342;12578;992
86;Crotone;it ITA;18;38;9;8;21;40;66;-26;35;0.92;34.6;58.6;-24;-0.63;10581;Marcello Trotta, Simeon Nwankwo - 7;Alex Cordaz;17-18;29;39.9;38;19267;2355;6818;8634;4077;524;19264;251;419;59.9;603;388;10173;945
61;Crystal Palace;eng ENG;11;38;11;11;16;45;55;-10;44;1.16;53.5;48.2;5.2;0.14;25063;Luka Milivojevi? - 10;Wayne Hennessey;17-18;28;45.2;38;20724;2199;6624;9112;5240;797;20714;479;718;66.7;618;482;11644;950
52;Dijon;fr FRA;11;38;13;9;16;55;73;-18;48;1.26;41.6;63.8;-22.2;-0.58;12228;Júlio Tavares - 12;Baptiste Reynet;17-18;26;48.4;38;21491;2438;7270;10185;4324;594;21486;441;624;70.7;571;444;13073;974
24;Dortmund;de GER;4;34;15;10;9;64;47;17;55;1.62;66;42.2;23.8;0.7;79496;Pierre-Emerick Aubameyang - 13;Roman Bürki;17-18;30;59.1;34;24057;1682;5904;12753;5624;862;24051;304;679;44.8;405;321;16501;1227
45;Eibar;es ESP;9;38;14;9;15;44;50;-6;51;1.34;40.9;44.4;-3.5;-0.09;5338;Charles, Kike - 8;Marko Dmitrovi?;17-18;27;52;38;21816;1658;5349;10633;6083;708;21813;352;649;54.2;621;374;12524;971
37;Eint Frankfurt;de GER;8;34;14;7;13;45;45;0;49;1.44;42.2;41.7;0.5;0.01;49159;Sébastien Haller - 9;Lukáš Hrádecký;17-18;28;47.9;34;19177;1814;5927;9629;3832;647;19175;246;550;44.7;376;354;11281;1024
49;Espanyol;es ESP;11;38;12;13;13;36;42;-6;49;1.29;41.1;52.3;-11.2;-0.29;17882;Gerard Moreno - 16;Pau López;17-18;25;46.9;38;21168;2166;7141;9821;4411;583;21166;323;596;54.2;534;388;12590;871
50;Everton;eng ENG;8;38;13;10;15;44;58;-14;49;1.29;40.5;52.4;-11.9;-0.31;38797;Wayne Rooney - 10;Jordan Pickford;17-18;30;45.5;38;20931;2432;7102;9188;4846;599;20923;264;461;57.3;616;381;11776;846
32;Fiorentina;it ITA;8;38;16;9;13;54;46;8;57;1.5;54.5;40.8;13.7;0.36;26092;Giovanni Simeone - 14;Marco Sportiello;17-18;27;52.6;38;23966;2081;7072;11366;5754;781;23958;348;570;61.1;561;407;15273;1258
72;Freiburg;de GER;15;34;8;12;14;32;56;-24;36;1.06;39.6;46.1;-6.6;-0.19;23894;Nils Petersen - 15;Alexander Schwolow;17-18;29;44.8;34;18513;2230;6841;8273;3611;496;18503;219;454;48.2;375;392;10961;862
69;Genoa;it ITA;12;38;11;8;19;33;43;-10;41;1.08;43.5;42.6;0.9;0.02;20941;Gianluca Lapadula - 6;Mattia Perin;17-18;33;46.3;38;21455;2205;6950;9704;5090;676;21450;331;509;65;557;382;13145;1062
34;Getafe;es ESP;8;38;15;10;13;42;33;9;55;1.45;48.2;39.7;8.5;0.22;10428;Ángel Rodríguez - 13;Vicente Guaita;17-18;32;40.2;38;17158;1874;5661;7393;4308;571;17147;296;584;50.7;540;408;8368;815
46;Girona;es ESP;10;38;14;9;15;50;59;-9;51;1.34;50.6;50.4;0.2;0.01;10424;Cristhian Stuani - 21;Yassine Bounou;17-18;25;46.8;38;19877;1993;6524;9108;4480;655;19869;360;644;55.9;475;369;11686;813
56;Guingamp;fr FRA;12;38;12;11;15;48;59;-11;47;1.24;45.5;49;-3.5;-0.09;14502;Jimmy Briand - 11;Karl-Johan Johnsson;17-18;23;49.7;38;21892;2061;6492;10532;5110;655;21885;400;618;64.7;581;441;13640;1046
87;Hamburger SV;de GER;17;34;8;7;19;29;53;-24;31;0.91;37.7;55.9;-18.2;-0.54;50656;Lewis Holtby - 6;Christian Mathenia;17-18;29;49;34;19030;1831;5780;9114;4394;693;19025;265;671;39.5;457;365;10607;981
63;Hannover 96;de GER;13;34;10;9;15;44;54;-10;39;1.15;44.6;55.6;-11;-0.32;42706;Niclas Füllkrug - 14;Philipp Tschauner;17-18;26;46.9;34;18930;2235;6794;8538;3808;563;18925;230;484;47.5;424;387;10669;952
94;Hellas Verona;it ITA;19;38;7;4;27;30;78;-48;25;0.66;33;70.2;-37.1;-0.98;17333;Moise Kean, Giampaolo Pazzini - 4;Nícolas Andrade;17-18;32;41.9;38;19789;2887;7708;8599;3773;442;19782;370;584;63.4;554;416;11365;717
51;Hertha BSC;de GER;10;34;10;13;11;43;46;-3;43;1.26;39.2;44.3;-5.1;-0.15;45319;Salomon Kalou - 12;Rune Jarstein;17-18;25;46.1;34;19210;2095;6363;9295;3747;474;19205;240;554;43.3;358;306;11622;896
23;Hoffenheim;de GER;3;34;15;10;9;66;48;18;55;1.62;50.5;47.2;3.3;0.1;28716;Mark Uth - 14;Oliver Baumann;17-18;26;51.2;34;20851;2145;7246;9642;4120;736;20846;233;552;42.2;335;373;13668;1106
84;Huddersfield;eng ENG;16;38;9;10;19;28;58;-30;37;0.97;31.3;48.5;-17.2;-0.45;2404;Steve Mounié - 7;Jonas Lössl;17-18;25;45.7;38;21271;2283;7050;9481;5004;526;21269;276;491;56.2;546;416;11815;794
18;Inter;it ITA;4;38;20;12;6;66;30;36;72;1.89;56.7;37.2;19.6;0.52;57529;Mauro Icardi - 29;Samir Handanovi?;17-18;22;57.1;38;26671;2260;7245;13060;6615;898;26664;356;553;64.4;479;356;18760;1273
2;Juventus;it ITA;1;38;30;5;3;86;24;62;95;2.5;55.3;27.4;27.9;0.73;39316;Paulo Dybala - 22;Gianluigi Buffon;17-18;24;57.2;38;27292;2015;7750;13748;6066;732;27284;519;726;71.5;516;395;20055;1205
95;Köln;de GER;18;34;5;7;22;35;70;-35;22;0.65;43.2;67.4;-24.1;-0.71;48776;Leonardo Bittencourt, Simon Terodde - 5;Timo Horn;17-18;31;47.4;34;19462;2074;6103;9450;4119;624;19459;231;559;41.3;402;258;11621;1035
92;La Coruña;es ESP;18;38;6;11;21;38;76;-38;29;0.76;51.6;58.7;-7.1;-0.19;20542;Adrián López - 9;Rubén;17-18;32;46.8;38;20965;2118;6813;9394;4991;732;20960;375;622;60.3;461;378;12634;983
96;Las Palmas;es ESP;19;38;5;7;26;24;74;-50;22;0.58;38.5;70.5;-32;-0.84;16183;Jonathan Calleri - 9;Leandro Chichizola;17-18;36;54.7;38;23589;2412;7717;11337;4820;614;23581;449;714;62.9;569;458;15645;919
17;Lazio;it ITA;5;38;21;9;8;89;49;40;72;1.89;63.7;43.9;19.9;0.52;3099;Ciro Immobile - 29;Thomas Strakosha;17-18;24;51.1;38;24352;2113;7233;11493;5924;895;24341;464;709;65.4;563;448;16208;1323
65;Leganés;es ESP;17;38;12;7;19;34;51;-17;43;1.13;39.9;47.6;-7.6;-0.2;9969;Gabriel - 5;Iván Cuéllar;17-18;28;43;38;18806;1896;6416;8462;4195;560;18803;341;608;56.1;559;453;10226;785
54;Leicester City;eng ENG;9;38;12;11;15;56;60;-4;47;1.24;50;48.1;1.9;0.05;31583;Jamie Vardy - 20;Kasper Schmeichel;17-18;27;48;38;21251;2225;6517;10083;4918;673;21245;422;718;58.8;516;358;12160;887
58;Levante;es ESP;15;38;11;13;14;44;58;-14;46;1.21;44.7;63.6;-18.8;-0.5;18534;José Luis Morales - 10;Oier Olazábal;17-18;33;42.8;38;18616;2172;6133;8179;4539;662;18611;375;685;54.7;572;445;10565;909
25;Leverkusen;de GER;5;34;15;10;9;58;44;14;55;1.62;57.5;38.9;18.6;0.55;28415;Kevin Volland - 14;Bernd Leno;17-18;24;54.6;34;22130;1896;6280;11051;5042;798;22125;308;634;48.6;367;383;14494;1211
81;Lille;fr FRA;17;38;10;8;20;41;67;-26;38;1;36.4;57.9;-21.5;-0.57;31453;Nicolas Pépé - 13;Mike Maignan;17-18;25;53.8;38;24026;2142;7555;11812;4979;588;24024;576;823;70;642;552;16058;1172
15;Liverpool;eng ENG;4;38;21;12;5;84;38;46;75;1.97;72.9;33.8;39.1;1.03;53049;Mohamed Salah - 32;Loris Karius, Simon Mignolet;17-18;27;60.3;38;28648;1845;6981;14741;7209;1056;28645;440;652;67.5;574;447;20158;1735
10;Lyon;fr FRA;3;38;23;9;6;87;43;44;78;2.05;63.4;40.1;23.3;0.61;44047;Memphis - 19;Anthony Lopes;17-18;26;55.6;38;25182;2059;6693;13365;5440;804;25175;560;865;64.7;649;499;17300;1171
42;M'Gladbach;de GER;9;34;13;8;13;47;52;-5;47;1.38;51.1;51.9;-0.8;-0.02;50986;Thorgan Hazard - 10;Yann Sommer;17-18;27;52;34;21676;2165;6550;10770;4551;710;21669;312;669;46.6;363;382;14387;1045
71;Mainz 05;de GER;14;34;9;9;16;38;52;-14;36;1.06;35.4;47.9;-12.5;-0.37;28766;Yoshinori Mut? - 8;Robin Zentner;17-18;27;44.4;34;18035;1908;6147;8345;3789;511;18031;273;634;43.1;434;390;10081;830
98;Málaga;es ESP;20;38;5;5;28;24;61;-37;20;0.53;38.4;59.4;-21;-0.55;20333;Diego Rolán - 5;Roberto;17-18;37;44.1;38;19817;2089;6491;9162;4400;541;19811;308;586;52.6;576;470;11283;809
1;Manchester City;eng ENG;1;38;32;4;2;106;27;79;100;2.63;78.6;23.8;54.8;1.44;5407;Sergio Agüero - 21;Ederson;17-18;25;71;38;33531;1774;6972;17196;9637;1250;33523;503;732;68.7;553;406;25968;1727
7;Manchester Utd;eng ENG;2;38;25;6;7;68;28;40;81;2.13;55.7;40.7;15;0.4;74976;Romelu Lukaku - 16;David de Gea;17-18;27;54.7;38;25803;2218;6990;11998;7031;891;25801;466;736;63.3;512;399;17580;1168
12;Marseille;fr FRA;4;38;22;11;5;80;47;33;77;2.03;78.1;41.8;36.3;0.96;46616;Florian Thauvin - 22;Steve Mandanda;17-18;26;57.8;38;25356;1961;6984;12832;5877;860;25348;534;786;67.9;548;461;17082;1107
93;Metz;fr FRA;20;38;6;8;24;34;76;-42;26;0.68;40.3;71.3;-31;-0.81;14844;Nolan Roux - 15;Eiji Kawashima;17-18;36;45.5;38;20976;2001;6586;10005;4655;570;20972;356;623;57.1;583;313;12492;1066
21;Milan;it ITA;6;38;18;10;10;56;42;14;64;1.68;51.2;36.9;14.3;0.38;5269;Patrick Cutrone - 10;Gianluigi Donnarumma;17-18;23;56;38;25604;2048;7338;12161;6295;826;25598;298;450;66.2;496;389;17879;1401
8;Monaco;fr FRA;2;38;24;8;6;85;45;40;80;2.11;62.3;48.5;13.8;0.36;9243;Radamel Falcao - 18;Danijel Subaši?;17-18;32;50.9;38;22672;1961;6080;11620;5225;724;22665;351;639;54.9;592;385;14287;1230
44;Montpellier;fr FRA;10;38;11;18;9;36;33;3;51;1.34;42.6;39;3.6;0.1;13458;Giovanni Sio - 10;Benjamin Lecomte;17-18;23;47;38;21818;1893;6298;10708;5093;617;21816;382;623;61.3;571;392;13442;1144
43;Nantes;fr FRA;9;38;14;10;14;36;41;-5;52;1.37;41.8;38.1;3.7;0.1;24559;Emiliano Sala - 12;Ciprian T?t?ru?anu;17-18;30;43.7;38;20651;2226;6530;9221;5121;619;20646;343;542;63.3;602;459;11619;989
6;Napoli;it ITA;2;38;28;7;3;77;29;48;91;2.39;67.1;27.1;40.1;1.05;4305;Dries Mertens - 18;Pepe Reina;17-18;23;63.4;38;33011;1836;6444;18527;8263;906;33002;348;609;57.1;472;370;25074;1760
60;Newcastle Utd;eng ENG;10;38;12;8;18;39;47;-8;44;1.16;41.6;52.4;-10.8;-0.28;51992;Ayoze Pérez - 8;Rob Elliot;17-18;27;41.7;38;20102;2275;6896;8953;4486;598;20101;304;535;56.8;523;410;10901;885
39;Nice;fr FRA;8;38;15;9;14;53;52;1;54;1.42;49.2;49.5;-0.3;-0.01;22876;Mario Balotelli - 18;Walter Benítez;17-18;31;58.1;38;27125;2253;8459;14033;4873;682;27116;504;747;67.5;506;428;20025;1156
4;Paris S-G;fr FRA;1;38;29;6;3;108;29;79;93;2.45;86.1;34.3;51.7;1.36;4693;Edinson Cavani - 28;Alphonse Areola;17-18;28;66.3;38;29949;1880;6981;16305;6935;1153;29940;638;938;68;499;433;23025;1476
29;RB Leipzig;de GER;6;34;15;8;11;57;53;4;53;1.56;51.9;46.7;5.2;0.15;39397;Timo Werner - 13;Péter Gulácsi;17-18;23;55;34;22338;1807;5819;11622;5152;783;22333;364;769;47.3;491;421;14138;1190
14;Real Madrid;es ESP;3;38;22;10;6;94;44;50;76;2;85.4;43.2;42.2;1.11;66863;Cristiano Ronaldo - 26;Keylor Navas;17-18;24;60.2;38;28020;1903;6982;13180;8148;1210;28011;501;752;66.6;460;394;20768;1509
47;Real Sociedad;es ESP;12;38;14;7;17;66;59;7;49;1.29;53.7;50.5;3.1;0.08;19793;Willian José - 15;Gerónimo Rulli;17-18;27;56.5;38;24491;2390;7561;11378;5801;817;24486;362;623;58.1;553;447;16794;1062
30;Rennes;fr FRA;5;38;16;10;12;50;44;6;58;1.53;49.8;49.3;0.5;0.01;23111;Benjamin Bourigeaud - 10;Tomáš Koubek;17-18;28;49.9;38;22214;1784;6026;11239;5192;589;22206;352;592;59.5;636;417;13679;1044
13;Roma;it ITA;3;38;23;8;7;61;28;33;77;2.03;63.4;37.2;26.2;0.69;3745;Edin Džeko - 16;Alisson;17-18;27;58;38;25471;2178;6787;12201;6785;940;25465;411;681;60.4;574;413;17257;1448
36;Saint-Étienne;fr FRA;7;38;15;10;13;47;50;-3;55;1.45;51;54.1;-3.1;-0.08;27563;Jonathan Bamba, Robert Beri?... - 7;Stéphane Ruffier;17-18;30;51.3;38;23145;2384;7494;11125;4748;626;23134;371;584;63.5;496;489;14882;1081
41;Sampdoria;it ITA;10;38;16;6;16;56;60;-4;54;1.42;53.5;60.3;-6.8;-0.18;20156;Fabio Quagliarella - 19;Emiliano Viviano;17-18;27;53.6;38;24279;2326;6875;12073;5603;723;24271;357;572;62.4;568;414;16037;1308
66;Sassuolo;it ITA;11;38;11;10;17;29;59;-30;43;1.13;46.3;48.9;-2.6;-0.07;11237;Matteo Politano - 10;Andrea Consigli;17-18;28;42.9;38;19959;2291;6498;8747;5030;599;19949;330;538;61.3;459;428;11427;1059
19;Schalke 04;de GER;2;34;18;9;7;53;37;16;63;1.85;46.7;40.2;6.6;0.19;61197;Guido Burgstaller - 11;Ralf Fährmann;17-18;24;46.6;34;19509;1768;5990;10111;3686;619;19499;315;740;42.6;394;290;11965;931
31;Sevilla;es ESP;7;38;17;7;14;49;58;-9;58;1.53;59.5;54.4;5.2;0.14;33006;Wissam Ben Yedder - 9;Sergio Rico;17-18;31;54.3;38;24532;2102;7247;11631;5931;946;24527;392;661;59.3;499;430;16201;1279
85;Southampton;eng ENG;17;38;7;15;16;37;56;-19;36;0.95;39.9;45.2;-5.3;-0.14;30794;Charlie Austin - 7;Fraser Forster;17-18;26;51.3;38;23078;2062;6339;11412;5589;698;23075;379;531;71.4;495;379;14124;1130
78;SPAL;it ITA;17;38;8;14;16;39;59;-20;38;1;35.8;57.7;-21.9;-0.58;12067;Mirco Antenucci - 11;Alfred Gomis;17-18;29;44.7;38;19956;2360;6974;9112;4112;507;19951;313;531;58.9;471;358;11999;889
90;Stoke City;eng ENG;19;38;7;12;19;35;68;-33;33;0.87;36.5;62.5;-26;-0.69;2928;Xherdan Shaqiri - 8;Jack Butland;17-18;30;41.4;38;18885;2513;6398;8529;4222;593;18882;325;507;64.1;532;403;9933;861
79;Strasbourg;fr FRA;15;38;9;11;18;44;67;-23;38;1;45.5;58.4;-12.9;-0.34;24064;Stéphane Bahoken - 7;Bingourou Kamara;17-18;25;49.1;38;21043;2077;6924;9897;4495;623;21036;380;634;59.9;612;397;12598;937
33;Stuttgart;de GER;7;34;15;6;13;36;36;0;51;1.5;40.3;43.5;-3.1;-0.09;56045;Mario Gómez - 8;Ron-Robert Zieler;17-18;26;46.6;34;19696;2054;6724;9152;4019;528;19693;237;539;44;315;274;11993;753
89;Swansea City;eng ENG;18;38;8;9;21;28;56;-28;33;0.87;31.6;58.6;-27;-0.71;20623;Jordan Ayew - 7;?ukasz Fabia?ski;17-18;26;45.3;38;21191;2452;7069;9865;4489;529;21190;318;523;60.8;503;439;13047;844
38;Torino;it ITA;9;38;13;15;10;54;46;8;54;1.42;46;47;-1;-0.03;18596;Iago Falque - 12;Salvatore Sirigu;17-18;27;51.1;38;22596;2432;7367;10653;4858;676;22594;418;677;61.7;579;478;14379;1019
11;Tottenham;eng ENG;3;38;23;8;7;74;36;38;77;2.03;64.7;33.9;30.8;0.81;67953;Harry Kane - 30;Hugo Lloris;17-18;25;61.8;38;27705;2087;7159;13440;7379;938;27702;436;719;60.6;534;460;19042;1650
83;Toulouse;fr FRA;18;38;9;10;19;38;54;-16;37;0.97;45.5;52.1;-6.6;-0.17;16929;Max Gradel - 8;Alban Lafont;17-18;25;45.7;38;19856;2017;6039;9237;4849;645;19845;392;682;57.5;582;402;11201;1018
88;Troyes;fr FRA;19;38;9;6;23;32;59;-27;33;0.87;38;52;-14;-0.37;11723;Adama Niane - 8;Mamadou Samassa;17-18;25;42.6;38;20505;2290;7274;8905;4552;524;20502;311;568;54.8;558;393;11868;961
73;Udinese;it ITA;14;38;12;4;22;48;63;-15;40;1.05;43.2;49.3;-6.1;-0.16;17906;Kevin Lasagna - 12;Albano Bizzarri;17-18;27;44.7;38;20887;2259;6787;10026;4324;596;20880;313;543;57.6;493;376;12549;1022
16;Valencia;es ESP;4;38;22;7;9;65;38;27;73;1.92;56;48.3;7.7;0.2;38607;Rodrigo - 16;Neto;17-18;25;48.6;38;22130;2171;7100;10287;5010;735;22122;428;699;61.2;539;475;14143;1141
26;Villarreal;es ESP;5;38;18;7;13;57;50;7;61;1.61;53.2;53.4;-0.2;0;16779;Carlos Bacca - 15;Sergio Asenjo;17-18;32;50.4;38;22899;2300;7623;10746;4761;696;22894;328;575;57;464;393;14846;1079
70;Watford;eng ENG;14;38;11;8;19;44;64;-20;41;1.08;45;51.8;-6.8;-0.18;20231;Abdoulaye Doucouré - 7;Heurelho Gomes;17-18;29;49.7;38;21628;2101;6330;10194;5338;778;21622;332;565;58.8;547;410;12556;1027
53;Werder Bremen;de GER;11;34;10;12;12;37;40;-3;42;1.24;38.9;45.1;-6.2;-0.18;38726;Max Kruse - 6;Ji?í Pavlenka;17-18;25;47.4;34;19470;1918;5871;9420;4369;611;19470;204;477;42.8;317;341;11853;1090
91;West Brom;eng ENG;20;38;6;13;19;31;56;-25;31;0.82;36.5;47.9;-11.4;-0.3;2452;Jay Rodriguez, Salomón Rondón - 7;Ben Foster;17-18;24;40.7;38;19132;2311;6723;8196;4425;584;19131;321;527;60.9;532;446;10303;772
67;West Ham;eng ENG;13;38;10;12;16;48;68;-20;42;1.11;36.7;55.1;-18.4;-0.48;56885;Marko Arnautovi? - 11;Joe Hart, Adrián;17-18;27;45.2;38;20404;2280;6224;9832;4602;590;20400;423;642;65.9;503;389;11584;819
82;Wolfsburg;de GER;16;34;6;15;13;36;48;-12;33;0.97;34.2;52;-17.8;-0.52;25712;Daniel Didavi - 9;Koen Casteels;17-18;29;49.3;34;19833;2220;6836;9453;3742;452;19828;220;451;48.8;366;383;12701;975
